raw_app_type,heuristic_id,repeat,objective,prediction_raw,prediction_clamped,confidence,parse_ok,parse_error
bin_greedy,pop_4_op_e2_n19_251225_031500,0,0.04226,0.2789,0.2789,0.85,True,
bin_greedy,pop_4_op_e2_n19_251225_031500,1,0.04226,0.2789,0.2789,0.85,True,
bin_greedy,pop_4_op_e2_n19_251225_031500,2,0.04226,0.2789,0.2789,0.85,True,
bin_greedy,pop_4_op_e2_n19_251225_031500,3,0.04226,0.2789,0.2789,0.85,True,
bin_greedy,pop_4_op_e2_n19_251225_031500,4,0.04226,0.2789,0.2789,0.85,True,
bin_greedy,pop_4_op_e2_n19_251225_031500,5,0.04226,0.278,0.278,0.85,True,
bin_greedy,pop_4_op_e2_n19_251225_031500,6,0.04226,0.2879,0.2879,0.85,True,
bin_greedy,pop_4_op_e2_n19_251225_031500,7,0.04226,0.2789,0.2789,0.85,True,
bin_greedy,pop_4_op_e2_n19_251225_031500,8,0.04226,0.2879,0.2879,0.85,True,
bin_greedy,pop_4_op_e2_n19_251225_031500,9,0.04226,0.234,0.234,0.85,True,
bin_greedy,pop_7_op_e2_n2_251225_040818,0,0.02596,0.2789,0.2789,0.85,True,
bin_greedy,pop_7_op_e2_n2_251225_040818,1,0.02596,0.234,0.234,0.75,True,
bin_greedy,pop_7_op_e2_n2_251225_040818,2,0.02596,0.2879,0.2879,0.85,True,
bin_greedy,pop_7_op_e2_n2_251225_040818,3,0.02596,0.2875,0.2875,0.85,True,
bin_greedy,pop_7_op_e2_n2_251225_040818,4,0.02596,0.2879,0.2879,0.85,True,
bin_greedy,pop_7_op_e2_n2_251225_040818,5,0.02596,0.2789,0.2789,0.85,True,
bin_greedy,pop_7_op_e2_n2_251225_040818,6,0.02596,0.2789,0.2789,0.85,True,
bin_greedy,pop_7_op_e2_n2_251225_040818,7,0.02596,0.2789,0.2789,0.85,True,
bin_greedy,pop_7_op_e2_n2_251225_040818,8,0.02596,0.2789,0.2789,0.85,True,
bin_greedy,pop_7_op_e2_n2_251225_040818,9,0.02596,0.2789,0.2789,0.85,True,
bin_greedy,pop_10_op_e1_n11_251224_163329,0,0.03169,0.2879,0.2879,0.85,True,
bin_greedy,pop_10_op_e1_n11_251224_163329,1,0.03169,0.2879,0.2879,0.85,True,
bin_greedy,pop_10_op_e1_n11_251224_163329,2,0.03169,0.2789,0.2789,0.85,True,
bin_greedy,pop_10_op_e1_n11_251224_163329,3,0.03169,0.2789,0.2789,0.85,True,
bin_greedy,pop_10_op_e1_n11_251224_163329,4,0.03169,0.2879,0.2879,0.85,True,
bin_greedy,pop_10_op_e1_n11_251224_163329,5,0.03169,0.2789,0.2789,0.85,True,
bin_greedy,pop_10_op_e1_n11_251224_163329,6,0.03169,0.2879,0.2879,0.85,True,
bin_greedy,pop_10_op_e1_n11_251224_163329,7,0.03169,0.2879,0.2879,0.85,True,
bin_greedy,pop_10_op_e1_n11_251224_163329,8,0.03169,0.2789,0.2789,0.85,True,
bin_greedy,pop_10_op_e1_n11_251224_163329,9,0.03169,0.2879,0.2879,0.85,True,
bin_greedy,pop_8_op_e1_n2_251224_160509,0,0.03179,0.2879,0.2879,0.85,True,
bin_greedy,pop_8_op_e1_n2_251224_160509,1,0.03179,1.0,1.0,,True,Used float fallback (no JSON).
bin_greedy,pop_8_op_e1_n2_251224_160509,2,0.03179,0.2789,0.2789,0.85,True,
bin_greedy,pop_8_op_e1_n2_251224_160509,3,0.03179,0.2789,0.2789,0.85,True,
bin_greedy,pop_8_op_e1_n2_251224_160509,4,0.03179,0.2789,0.2789,0.85,True,
bin_greedy,pop_8_op_e1_n2_251224_160509,5,0.03179,0.2789,0.2789,0.85,True,
bin_greedy,pop_8_op_e1_n2_251224_160509,6,0.03179,0.2879,0.2879,0.85,True,
bin_greedy,pop_8_op_e1_n2_251224_160509,7,0.03179,0.2789,0.2789,0.85,True,
bin_greedy,pop_8_op_e1_n2_251224_160509,8,0.03179,0.2789,0.2789,0.85,True,
bin_greedy,pop_8_op_e1_n2_251224_160509,9,0.03179,0.2789,0.2789,0.85,True,
bin_greedy,pop_1_op_e1_n2_251224_135754,0,0.13211,0.25,0.25,0.8,True,
bin_greedy,pop_1_op_e1_n2_251224_135754,1,0.13211,0.2789,0.2789,0.85,True,
bin_greedy,pop_1_op_e1_n2_251224_135754,2,0.13211,0.2789,0.2789,0.85,True,
bin_greedy,pop_1_op_e1_n2_251224_135754,3,0.13211,0.2,0.2,0.7,True,
bin_greedy,pop_1_op_e1_n2_251224_135754,4,0.13211,0.25,0.25,0.8,True,
bin_greedy,pop_1_op_e1_n2_251224_135754,5,0.13211,0.2789,0.2789,0.85,True,
bin_greedy,pop_1_op_e1_n2_251224_135754,6,0.13211,0.2,0.2,0.7,True,
bin_greedy,pop_1_op_e1_n2_251224_135754,7,0.13211,0.2875,0.2875,0.8,True,
bin_greedy,pop_1_op_e1_n2_251224_135754,8,0.13211,0.2789,0.2789,0.85,True,
bin_greedy,pop_1_op_e1_n2_251224_135754,9,0.13211,0.2789,0.2789,0.85,True,
bin_greedy,pop_12_op_m2_n6_251225_055507,0,0.00956,0.25,0.25,0.8,True,
bin_greedy,pop_12_op_m2_n6_251225_055507,1,0.00956,0.2,0.2,0.7,True,
bin_greedy,pop_12_op_m2_n6_251225_055507,2,0.00956,0.2789,0.2789,0.85,True,
bin_greedy,pop_12_op_m2_n6_251225_055507,3,0.00956,0.2789,0.2789,0.85,True,
bin_greedy,pop_12_op_m2_n6_251225_055507,4,0.00956,0.2879,0.2879,0.85,True,
bin_greedy,pop_12_op_m2_n6_251225_055507,5,0.00956,0.2789,0.2789,0.85,True,
bin_greedy,pop_12_op_m2_n6_251225_055507,6,0.00956,0.2789,0.2789,0.85,True,
bin_greedy,pop_12_op_m2_n6_251225_055507,7,0.00956,0.2879,0.2879,0.85,True,
bin_greedy,pop_12_op_m2_n6_251225_055507,8,0.00956,0.2789,0.2789,0.85,True,
bin_greedy,pop_12_op_m2_n6_251225_055507,9,0.00956,0.2789,0.2789,0.85,True,
bin_greedy,pop_12_op_m2_n11_251224_232635,0,0.04326,0.2789,0.2789,0.85,True,
bin_greedy,pop_12_op_m2_n11_251224_232635,1,0.04326,0.2789,0.2789,0.85,True,
bin_greedy,pop_12_op_m2_n11_251224_232635,2,0.04326,0.2879,0.2879,0.85,True,
bin_greedy,pop_12_op_m2_n11_251224_232635,3,0.04326,0.2879,0.2879,0.85,True,
bin_greedy,pop_12_op_m2_n11_251224_232635,4,0.04326,0.2879,0.2879,0.85,True,
bin_greedy,pop_12_op_m2_n11_251224_232635,5,0.04326,0.2879,0.2879,0.85,True,
bin_greedy,pop_12_op_m2_n11_251224_232635,6,0.04326,0.2789,0.2789,0.85,True,
bin_greedy,pop_12_op_m2_n11_251224_232635,7,0.04326,0.2789,0.2789,0.85,True,
bin_greedy,pop_12_op_m2_n11_251224_232635,8,0.04326,0.2789,0.2789,0.85,True,
bin_greedy,pop_12_op_m2_n11_251224_232635,9,0.04326,0.2879,0.2879,0.85,True,
bin_greedy,pop_9_op_m2_n12_251224_222110,0,0.07144,0.2879,0.2879,0.85,True,
bin_greedy,pop_9_op_m2_n12_251224_222110,1,0.07144,0.2879,0.2879,0.85,True,
bin_greedy,pop_9_op_m2_n12_251224_222110,2,0.07144,0.2789,0.2789,0.85,True,
bin_greedy,pop_9_op_m2_n12_251224_222110,3,0.07144,0.2879,0.2879,0.85,True,
bin_greedy,pop_9_op_m2_n12_251224_222110,4,0.07144,0.2789,0.2789,0.85,True,
bin_greedy,pop_9_op_m2_n12_251224_222110,5,0.07144,0.2879,0.2879,0.85,True,
bin_greedy,pop_9_op_m2_n12_251224_222110,6,0.07144,0.2879,0.2879,0.85,True,
bin_greedy,pop_9_op_m2_n12_251224_222110,7,0.07144,0.2879,0.2879,0.85,True,
bin_greedy,pop_9_op_m2_n12_251224_222110,8,0.07144,0.2789,0.2789,0.85,True,
bin_greedy,pop_9_op_m2_n12_251224_222110,9,0.07144,0.2879,0.2879,0.85,True,
bin_greedy,pop_15_op_e2_n5_251225_002222,0,0.14337,0.2789,0.2789,0.85,True,
bin_greedy,pop_15_op_e2_n5_251225_002222,1,0.14337,0.2789,0.2789,0.75,True,
bin_greedy,pop_15_op_e2_n5_251225_002222,2,0.14337,0.2879,0.2879,0.85,True,
bin_greedy,pop_15_op_e2_n5_251225_002222,3,0.14337,0.2879,0.2879,0.85,True,
bin_greedy,pop_15_op_e2_n5_251225_002222,4,0.14337,0.2789,0.2789,0.85,True,
bin_greedy,pop_15_op_e2_n5_251225_002222,5,0.14337,0.2789,0.2789,0.85,True,
bin_greedy,pop_15_op_e2_n5_251225_002222,6,0.14337,0.2879,0.2879,0.85,True,
bin_greedy,pop_15_op_e2_n5_251225_002222,7,0.14337,0.2879,0.2879,0.85,True,
bin_greedy,pop_15_op_e2_n5_251225_002222,8,0.14337,0.2875,0.2875,0.7,True,
bin_greedy,pop_15_op_e2_n5_251225_002222,9,0.14337,0.2789,0.2789,0.85,True,
bin_greedy,pop_1_op_e2_n12_251224_194452,0,0.04025,0.2789,0.2789,0.85,True,
bin_greedy,pop_1_op_e2_n12_251224_194452,1,0.04025,0.2879,0.2879,0.85,True,
bin_greedy,pop_1_op_e2_n12_251224_194452,2,0.04025,0.234,0.234,0.85,True,
bin_greedy,pop_1_op_e2_n12_251224_194452,3,0.04025,0.2879,0.2879,0.85,True,
bin_greedy,pop_1_op_e2_n12_251224_194452,4,0.04025,0.2789,0.2789,0.85,True,
bin_greedy,pop_1_op_e2_n12_251224_194452,5,0.04025,0.2789,0.2789,0.85,True,
bin_greedy,pop_1_op_e2_n12_251224_194452,6,0.04025,0.2875,0.2875,0.85,True,
bin_greedy,pop_1_op_e2_n12_251224_194452,7,0.04025,0.2875,0.2875,0.85,True,
bin_greedy,pop_1_op_e2_n12_251224_194452,8,0.04025,0.2879,0.2879,0.85,True,
bin_greedy,pop_1_op_e2_n12_251224_194452,9,0.04025,0.2879,0.2879,0.85,True,
cvrp_lns,pop_12_op_e1_n18_251227_060501,0,3634220.9,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_12_op_e1_n18_251227_060501,1,3634220.9,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_12_op_e1_n18_251227_060501,2,3634220.9,3700000.0,3700000.0,0.8,True,
cvrp_lns,pop_12_op_e1_n18_251227_060501,3,3634220.9,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_12_op_e1_n18_251227_060501,4,3634220.9,3700000.0,3700000.0,0.8,True,
cvrp_lns,pop_12_op_e1_n18_251227_060501,5,3634220.9,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_12_op_e1_n18_251227_060501,6,3634220.9,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_12_op_e1_n18_251227_060501,7,3634220.9,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_12_op_e1_n18_251227_060501,8,3634220.9,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_12_op_e1_n18_251227_060501,9,3634220.9,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_14_op_m2_n12_251227_152817,0,3419080.2,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_14_op_m2_n12_251227_152817,1,3419080.2,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_14_op_m2_n12_251227_152817,2,3419080.2,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_14_op_m2_n12_251227_152817,3,3419080.2,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_14_op_m2_n12_251227_152817,4,3419080.2,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_14_op_m2_n12_251227_152817,5,3419080.2,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_14_op_m2_n12_251227_152817,6,3419080.2,3700000.0,3700000.0,0.8,True,
cvrp_lns,pop_14_op_m2_n12_251227_152817,7,3419080.2,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_14_op_m2_n12_251227_152817,8,3419080.2,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_14_op_m2_n12_251227_152817,9,3419080.2,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_10_op_e2_n13_251227_001656,0,3877586.0,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_10_op_e2_n13_251227_001656,1,3877586.0,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_10_op_e2_n13_251227_001656,2,3877586.0,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_10_op_e2_n13_251227_001656,3,3877586.0,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_10_op_e2_n13_251227_001656,4,3877586.0,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_10_op_e2_n13_251227_001656,5,3877586.0,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_10_op_e2_n13_251227_001656,6,3877586.0,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_10_op_e2_n13_251227_001656,7,3877586.0,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_10_op_e2_n13_251227_001656,8,3877586.0,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_10_op_e2_n13_251227_001656,9,3877586.0,3700000.0,3700000.0,0.8,True,
cvrp_lns,pop_17_op_m1_n8_251228_005726,0,3367598.1,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_17_op_m1_n8_251228_005726,1,3367598.1,3700000.0,3700000.0,0.8,True,
cvrp_lns,pop_17_op_m1_n8_251228_005726,2,3367598.1,3700000.0,3700000.0,0.8,True,
cvrp_lns,pop_17_op_m1_n8_251228_005726,3,3367598.1,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_17_op_m1_n8_251228_005726,4,3367598.1,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_17_op_m1_n8_251228_005726,5,3367598.1,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_17_op_m1_n8_251228_005726,6,3367598.1,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_17_op_m1_n8_251228_005726,7,3367598.1,3700000.0,3700000.0,0.8,True,
cvrp_lns,pop_17_op_m1_n8_251228_005726,8,3367598.1,3600000.0,3600000.0,0.8,True,
cvrp_lns,pop_17_op_m1_n8_251228_005726,9,3367598.1,3600000.0,3600000.0,0.85,True,
cvrp_lns,pop_19_op_m1_n4_251228_074716,0,3855543.3,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_19_op_m1_n4_251228_074716,1,3855543.3,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_19_op_m1_n4_251228_074716,2,3855543.3,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_19_op_m1_n4_251228_074716,3,3855543.3,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_19_op_m1_n4_251228_074716,4,3855543.3,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_19_op_m1_n4_251228_074716,5,3855543.3,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_19_op_m1_n4_251228_074716,6,3855543.3,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_19_op_m1_n4_251228_074716,7,3855543.3,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_19_op_m1_n4_251228_074716,8,3855543.3,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_19_op_m1_n4_251228_074716,9,3855543.3,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_15_op_e2_n5_251227_171036,0,3707837.3,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_15_op_e2_n5_251227_171036,1,3707837.3,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_15_op_e2_n5_251227_171036,2,3707837.3,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_15_op_e2_n5_251227_171036,3,3707837.3,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_15_op_e2_n5_251227_171036,4,3707837.3,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_15_op_e2_n5_251227_171036,5,3707837.3,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_15_op_e2_n5_251227_171036,6,3707837.3,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_15_op_e2_n5_251227_171036,7,3707837.3,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_15_op_e2_n5_251227_171036,8,3707837.3,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_15_op_e2_n5_251227_171036,9,3707837.3,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_19_op_e1_n13_251228_060424,0,3818114.8,3700000.0,3700000.0,0.8,True,
cvrp_lns,pop_19_op_e1_n13_251228_060424,1,3818114.8,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_19_op_e1_n13_251228_060424,2,3818114.8,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_19_op_e1_n13_251228_060424,3,3818114.8,3700000.0,3700000.0,0.8,True,
cvrp_lns,pop_19_op_e1_n13_251228_060424,4,3818114.8,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_19_op_e1_n13_251228_060424,5,3818114.8,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_19_op_e1_n13_251228_060424,6,3818114.8,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_19_op_e1_n13_251228_060424,7,3818114.8,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_19_op_e1_n13_251228_060424,8,3818114.8,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_19_op_e1_n13_251228_060424,9,3818114.8,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_11_op_e2_n10_251227_033505,0,3845742.6,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_11_op_e2_n10_251227_033505,1,3845742.6,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_11_op_e2_n10_251227_033505,2,3845742.6,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_11_op_e2_n10_251227_033505,3,3845742.6,3700000.0,3700000.0,0.8,True,
cvrp_lns,pop_11_op_e2_n10_251227_033505,4,3845742.6,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_11_op_e2_n10_251227_033505,5,3845742.6,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_11_op_e2_n10_251227_033505,6,3845742.6,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_11_op_e2_n10_251227_033505,7,3845742.6,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_11_op_e2_n10_251227_033505,8,3845742.6,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_11_op_e2_n10_251227_033505,9,3845742.6,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_19_op_e2_n16_251228_065631,0,3953495.2,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_19_op_e2_n16_251228_065631,1,3953495.2,3700000.0,3700000.0,0.85,True,
cvrp_lns,pop_19_op_e2_n16_251228_065631,2,3953495.2,3700000.0,3700000.0,0.85,True,
